unique_row,randomstate,rows,features,gcq,gamma,N,Sq_zz,Sc,Sq_covariant_qka,SVC train,SVC test,sqrt_n,gcq/sqrt_n,untrained_qsvc_train,untrained_qsvc_test,trained_qsvc_train,trained_qsvc_test
87977141_200_10,87977141,200,10,2.488871929555228,0.5,99,85.23948216353119,7.119127665887106,6.563577442254825,0.9797979797979798,0.8888888888888888,9.9498743710662,0.2501410406540166,0.8787878787878788,0.797979797979798,0.8585858585858586,0.8080808080808081
87977141_300_10,87977141,300,10,2.984606070474077,0.5,150,120.85485129241634,8.344182009481017,6.983286804626459,1.0,0.8266666666666667,12.24744871391589,0.24369206519582198,0.8933333333333333,0.7866666666666666,0.8733333333333333,0.8
87977141_400_10,87977141,400,10,2.9147801850180572,0.5,199,154.02708679403642,8.769145444041442,7.379758846365803,0.9798994974874372,0.865,14.106735979665885,0.20662328898900206,0.8341708542713567,0.805,0.8542713567839196,0.795
87977141_500_10,87977141,500,10,2.939034309029207,0.5,249,182.002876071166,10.241165790788727,7.877787376317428,0.8755020080321285,0.8674698795180723,15.7797338380595,0.18625373147552612,0.8594377510040161,0.8273092369477911,0.8554216867469879,0.8393574297188755
87977141_600_10,87977141,600,10,3.03254609635467,0.5,300,207.7123212693413,11.0058927758364,8.182080002734438,0.9,0.8666666666666667,17.320508075688775,0.17508413050603172,0.8566666666666667,0.84,0.8666666666666667,0.8466666666666667
87977141_700_10,87977141,700,10,3.186317470365546,0.5,349,228.02746319353156,12.100485269009368,8.77860452409368,0.9083094555873925,0.8657142857142858,18.681541692269406,0.17055966380355395,0.8595988538681948,0.8514285714285714,0.8595988538681948,0.8142857142857143
87977141_800_10,87977141,800,10,3.190162875628697,0.5,399,245.01484023859564,13.237691613059724,9.088170615257695,0.8771929824561403,0.8596491228070176,19.974984355438178,0.15970790358892958,0.8721804511278195,0.8521303258145363,0.8822055137844611,0.8270676691729323
87977141_900_10,87977141,900,10,3.364840132258885,0.5,450,264.6053802209238,13.81624561548233,9.548332840204239,0.8644444444444445,0.8711111111111111,21.213203435596427,0.15862008500859312,0.88,0.8444444444444444,0.8822222222222222,0.8466666666666667
87977141_1000_10,87977141,1000,10,3.4704280220672925,0.5,499,283.31530634790005,14.522757821483538,9.807303238660097,0.8897795591182365,0.87,22.338307903688676,0.15535769481869433,0.8697394789579158,0.846,0.8717434869739479,0.848
37978636_100_10,37978636,100,10,2.2264781946540944,0.5,49,45.733551051590176,5.225029074333506,4.449178266237524,0.8979591836734694,0.88,7.0,0.3180683135220135,0.8367346938775511,0.78,0.8979591836734694,0.84
37978636_200_10,37978636,200,10,2.72626608721983,0.5,99,85.95639185270767,6.860880721666035,5.644286672690214,0.9090909090909091,0.8484848484848485,9.9498743710662,0.27400005121146986,0.8282828282828283,0.7474747474747475,0.8585858585858586,0.8080808080808081
37978636_300_10,37978636,300,10,2.660824540407542,0.5,150,122.97904599272405,8.082438256188993,6.22483487620093,0.82,0.8266666666666667,12.24744871391589,0.21725541396913461,0.7866666666666666,0.72,0.7866666666666666,0.7066666666666667
37978636_400_10,37978636,400,10,2.6671857308644196,0.5,199,153.74905350847078,8.870908925510776,6.844119197447071,0.8492462311557789,0.815,14.106735979665885,0.18907178348762088,0.8040201005025126,0.73,0.8090452261306532,0.7
37978636_500_10,37978636,500,10,2.823629297430575,0.5,249,178.92780231786293,10.31108920918632,7.116344818889047,0.8313253012048193,0.7911646586345381,15.7797338380595,0.17894023602731493,0.8232931726907631,0.7349397590361446,0.8232931726907631,0.7108433734939759
37978636_600_10,37978636,600,10,2.7463447295672094,0.5,300,202.35190041749885,11.449529444798827,7.38744037039578,0.83,0.8466666666666667,17.320508075688775,0.15856028689031382,0.8,0.7933333333333333,0.8233333333333334,0.8133333333333334
37978636_700_10,37978636,700,10,3.038496097824737,0.5,349,229.76985723350447,12.090309037826955,7.547080960124731,0.8223495702005731,0.8571428571428571,18.681541692269406,0.16264696714415677,0.8108882521489972,0.8142857142857143,0.8223495702005731,0.8142857142857143
37978636_800_10,37978636,800,10,3.2177850615417873,0.5,399,250.71224182646262,12.787752267788164,7.719728596275672,0.8621553884711779,0.8446115288220551,19.974984355438178,0.16109074251493705,0.8446115288220551,0.8245614035087719,0.8370927318295739,0.8020050125313283
37978636_900_10,37978636,900,10,3.169464614377846,0.5,450,271.26760379673397,13.575332987122238,7.883543089032173,0.8666666666666667,0.8444444444444444,21.213203435596427,0.14940999477049205,0.84,0.8111111111111111,0.8444444444444444,0.8022222222222222
37978636_1000_10,37978636,1000,10,3.2798930663680257,0.5,499,289.0589660292708,14.189794031102792,7.956364578218199,0.8416833667334669,0.842,22.338307903688676,0.146828178772951,0.8476953907815631,0.816,0.8476953907815631,0.818
18054048_100_10,18054048,100,10,2.2150354440249913,0.5,49,45.68522660641,4.984926024809724,6.792709291629265,1.0,0.78,7.0,0.316433634860713,0.9387755102040817,0.74,0.9387755102040817,0.68
18054048_200_10,18054048,200,10,2.519499456419097,0.5,99,85.69888215963614,7.241486390397313,9.42188944681402,0.8888888888888888,0.8585858585858586,9.9498743710662,0.25321922292262217,0.8888888888888888,0.797979797979798,0.8484848484848485,0.8181818181818182
18054048_300_10,18054048,300,10,2.675348851142017,0.5,150,120.88175746843169,8.200013131435298,11.24179177170572,0.8666666666666667,0.8666666666666667,12.24744871391589,0.21844131897463767,0.8533333333333334,0.8133333333333334,0.8333333333333334,0.7933333333333333
18054048_400_10,18054048,400,10,2.7401693734320127,0.5,199,151.39215894975555,9.624170118942402,11.989088134301255,0.8743718592964824,0.84,14.106735979665885,0.1942454567365422,0.8693467336683417,0.83,0.8592964824120602,0.82
18054048_500_10,18054048,500,10,2.917262637850977,0.5,249,179.1908301080645,10.075951344369969,13.132723996688583,0.8795180722891566,0.8473895582329317,15.7797338380595,0.1848740078755172,0.8755020080321285,0.8072289156626506,0.8514056224899599,0.7951807228915663
18054048_600_10,18054048,600,10,2.8890051423095318,0.5,300,205.1870415453168,10.980077221713145,13.596453941165237,0.8866666666666667,0.85,17.320508075688775,0.1667967896602621,0.8733333333333333,0.82,0.8566666666666667,0.81
18054048_700_10,18054048,700,10,3.0944770133637807,0.5,349,227.10095561799602,11.700077256049553,14.24688565399265,0.8853868194842407,0.8514285714285714,18.681541692269406,0.1656435568507873,0.8653295128939829,0.8228571428571428,0.8510028653295129,0.8085714285714286
18054048_800_10,18054048,800,10,3.195812613774823,0.5,399,246.92946972058527,12.580140708036197,14.68397748148709,0.8596491228070176,0.8521303258145363,19.974984355438178,0.15999074426833104,0.8370927318295739,0.8471177944862155,0.8395989974937343,0.8270676691729323
18054048_900_10,18054048,900,10,3.3407395984227852,0.5,450,265.89126217681485,13.485756256151944,15.203004603623413,0.86,0.8555555555555555,21.213203435596427,0.15748397494821167,0.8733333333333333,0.8288888888888889,0.8666666666666667,0.8244444444444444
18054048_1000_10,18054048,1000,10,3.3641750970357736,0.5,499,282.82791766164365,14.171178966760635,15.447776115965098,0.935871743486974,0.854,22.338307903688676,0.15060116064029427,0.8637274549098196,0.824,0.8517034068136272,0.848
74796512_100_10,74796512,100,10,2.2380176214297243,0.5,49,45.26912550771188,5.6349765194143515,7.721732097770214,0.7959183673469388,0.74,7.0,0.31971680306138917,0.8367346938775511,0.56,0.8367346938775511,0.64
74796512_200_10,74796512,200,10,2.3153212656344917,0.5,99,86.04436849861422,6.852585606519767,10.169515127397517,0.8686868686868687,0.8484848484848485,9.9498743710662,0.23269854264364834,0.8484848484848485,0.7777777777777778,0.8181818181818182,0.7878787878787878
74796512_300_10,74796512,300,10,2.4751305439699878,0.5,150,121.73087259469429,8.154726132850442,12.202732190006486,0.9933333333333333,0.82,12.24744871391589,0.20209356265012776,0.88,0.7733333333333333,0.82,0.74
74796512_400_10,74796512,400,10,2.9037640607588395,0.5,199,151.78298689383755,9.020513666964689,14.27714470808587,0.9045226130653267,0.815,14.106735979665885,0.20584237664506247,0.8592964824120602,0.79,0.8190954773869347,0.755
74796512_500_10,74796512,500,10,3.3252932592004765,0.5,249,181.56951954815875,9.761718750327418,14.697880477951458,0.8554216867469879,0.8273092369477911,15.7797338380595,0.21073189784609206,0.8634538152610441,0.8313253012048193,0.7911646586345381,0.7630522088353414
74796512_600_10,74796512,600,10,3.2611957559580493,0.5,300,207.80770513631774,11.205534523131064,16.478057883139172,0.8433333333333334,0.85,17.320508075688775,0.18828522475824447,0.87,0.84,0.8366666666666667,0.78
74796512_700_10,74796512,700,10,3.548648791352582,0.5,349,230.8738761704689,11.593881825188873,17.416020885422768,0.8538681948424068,0.8285714285714286,18.681541692269406,0.18995481474749196,0.8739255014326648,0.8257142857142857,0.8624641833810889,0.8028571428571428
74796512_800_10,74796512,800,10,3.1121112387959973,0.5,399,251.5433230468962,12.555501252161775,18.20424751725477,0.9047619047619048,0.8270676691729323,19.974984355438178,0.155800434354219,0.8922305764411027,0.8195488721804511,0.8872180451127819,0.8145363408521303
74796512_900_10,74796512,900,10,3.6298193874552087,0.5,450,270.7537183139381,13.711029757279903,19.360147752275225,0.88,0.8422222222222222,21.213203435596427,0.17111132689013187,0.8377777777777777,0.84,0.8333333333333334,0.8133333333333334
