unique_row,randomstate,rows,features,gcq,gamma,N,Sq_zz,Sc,Sq_covariant_qka,SVC train,SVC test,sqrt_n,gcq/sqrt_n,untrained_qsvc_train,untrained_qsvc_test,trained_qsvc_train,trained_qsvc_test
25457723_1000_10,25457723,1000,10,3.277937929862971,0.5,499,282.0133207488334,13.884935769659933,9.047571423230693,0.8817635270541082,0.858,22.338307903688676,0.146740654842603,0.8196392785571143,0.792,0.8657314629258517,0.838
3748045_100_10,3748045,100,10,2.490082198314776,0.5,49,45.41064050528249,4.970247802347217,7.348594952965215,0.8979591836734694,0.82,7.0,0.3557260283306823,0.8775510204081632,0.76,0.8367346938775511,0.82
3748045_200_10,3748045,200,10,2.640835091920063,0.5,99,85.90222056998006,6.9525828613658405,11.459490135485822,0.898989898989899,0.8282828282828283,9.9498743710662,0.26541391312432006,0.8787878787878788,0.7878787878787878,0.8585858585858586,0.8080808080808081
3748045_300_10,3748045,300,10,2.8487345961488213,0.5,150,121.79923928120613,7.56538511188262,12.897229940600937,0.8266666666666667,0.8133333333333334,12.24744871391589,0.2325982057726039,0.8533333333333334,0.7933333333333333,0.8533333333333334,0.7333333333333333
3748045_400_10,3748045,400,10,2.6574621622670693,0.5,199,151.57607100523063,9.146370947953983,15.031658824150327,0.9095477386934674,0.835,14.106735979665885,0.1883824979851938,0.8592964824120602,0.84,0.8542713567839196,0.845
3748045_500_10,3748045,500,10,2.932940036624575,0.5,249,178.48084974525403,9.58310236249963,15.963187805413327,0.8353413654618473,0.8393574297188755,15.7797338380595,0.18586752265431436,0.8634538152610441,0.8032128514056225,0.8473895582329317,0.8152610441767069
3748045_600_10,3748045,600,10,3.016387097558812,0.5,300,201.7127663042915,11.12617063493235,17.146796171044116,0.8333333333333334,0.86,17.320508075688775,0.17415119027556938,0.8666666666666667,0.8466666666666667,0.8366666666666667,0.81
3748045_700_10,3748045,700,10,3.178908810100489,0.5,349,227.46388431207757,11.923198714852333,18.551578417420387,0.839541547277937,0.8171428571428572,18.681541692269406,0.17016308731179028,0.8739255014326648,0.8114285714285714,0.8681948424068768,0.7885714285714286
3748045_800_10,3748045,800,10,3.020587690569437,0.5,399,247.67489516165026,12.57156649674289,19.013479214569088,0.8270676691729323,0.8521303258145363,19.974984355438178,0.15121852597331742,0.8696741854636592,0.8270676691729323,0.8521303258145363,0.7969924812030075
3748045_900_10,3748045,900,10,3.1473942741084606,0.5,450,266.9871998835709,13.633413910865784,20.51255512237549,0.84,0.84,21.213203435596427,0.1483695889526536,0.8577777777777778,0.8244444444444444,0.8511111111111112,0.8244444444444444
3748045_1000_10,3748045,1000,10,3.1792503684156714,0.5,499,283.0783048880956,14.044657151767751,21.08757958887145,0.8817635270541082,0.818,22.338307903688676,0.1423227928508716,0.8837675350701403,0.816,0.8657314629258517,0.816
67903961_100_10,67903961,100,10,2.1126931231869186,0.5,49,45.839008810314105,5.079210234632569,6.428398137183152,0.9387755102040817,0.82,7.0,0.30181330331241696,0.7959183673469388,0.7,0.8367346938775511,0.78
67903961_200_10,67903961,200,10,2.694735798360164,0.5,99,85.8201339349911,6.918429069355625,7.940726785100196,0.9595959595959596,0.8080808080808081,9.9498743710662,0.2708311379484688,0.8181818181818182,0.7373737373737373,0.8383838383838383,0.7575757575757576
67903961_300_10,67903961,300,10,2.3236353398779097,0.5,150,121.77987178919713,8.079547959171578,9.184859660094617,0.8333333333333334,0.8,12.24744871391589,0.18972403103331478,0.88,0.78,0.8466666666666667,0.7466666666666667
67903961_400_10,67903961,400,10,2.572326483477513,0.5,199,151.82933499852192,9.07982121740497,10.178674003989727,0.8492462311557789,0.785,14.106735979665885,0.18234738972823947,0.8341708542713567,0.775,0.8592964824120602,0.775
67903961_500_10,67903961,500,10,2.5780232612336165,0.5,249,180.54809675404934,9.807789169353782,10.818260203159298,0.8273092369477911,0.8393574297188755,15.7797338380595,0.1633755859059944,0.8273092369477911,0.8433734939759037,0.8393574297188755,0.8032128514056225
67903961_600_10,67903961,600,10,3.0363622829827914,0.5,300,205.0300574673547,11.064841233659536,11.402125242399052,0.8133333333333334,0.8733333333333333,17.320508075688775,0.1753044581437341,0.8,0.8133333333333334,0.8,0.8366666666666667
67903961_700_10,67903961,700,10,3.1201081495598877,0.5,349,230.23607895415535,12.085026175365783,11.692105568072293,0.9226361031518625,0.8514285714285714,18.681541692269406,0.16701556011573807,0.830945558739255,0.8285714285714286,0.833810888252149,0.8285714285714286
67903961_800_10,67903961,800,10,3.2148879344240915,0.5,399,250.75331823458734,12.749169540096773,12.459467492502881,0.8245614035087719,0.8345864661654135,19.974984355438178,0.16094570474839145,0.8571428571428571,0.7994987468671679,0.8521303258145363,0.8370927318295739
67903961_900_10,67903961,900,10,3.277836937901531,0.5,450,275.60749294094427,13.675313798710704,12.880402859533206,0.8888888888888888,0.8644444444444445,21.213203435596427,0.15451871509426138,0.8644444444444445,0.8244444444444444,0.8577777777777778,0.8377777777777777
67903961_1000_10,67903961,1000,10,3.5146886165945546,0.5,499,290.50794734778765,14.562581231817603,13.537408977746964,0.87374749498998,0.85,22.338307903688676,0.15733907114845444,0.8597194388777555,0.842,0.8597194388777555,0.824
29217500_100_10,29217500,100,10,2.0551287620294856,0.5,49,45.33041410804572,5.4674076022231795,6.101969677432461,0.9591836734693877,0.82,7.0,0.2935898231470694,0.8367346938775511,0.72,0.8775510204081632,0.74
29217500_200_10,29217500,200,10,2.4025427548296676,0.5,99,86.16543317995647,6.805257747036222,7.832276503020921,0.8888888888888888,0.8282828282828283,9.9498743710662,0.2414646321380858,0.797979797979798,0.7777777777777778,0.797979797979798,0.7474747474747475
29217500_300_10,29217500,300,10,2.414498943112046,0.5,150,120.13624046843248,8.16363644838907,9.433468493550151,0.8333333333333334,0.8533333333333334,12.24744871391589,0.19714301317045935,0.82,0.7533333333333333,0.8266666666666667,0.74
29217500_400_10,29217500,400,10,2.838978581190947,0.5,199,151.85834641809976,9.2700814180007,10.837579005321459,0.8542713567839196,0.83,14.106735979665885,0.20124985576274942,0.8492462311557789,0.77,0.8442211055276382,0.745
