,iteration,loss_value,score_value
0,1,-0.0969413492808449,0.8333333333333334
1,2,-0.28369409836119486,0.8066666666666666
2,3,-0.26759010891496315,0.81
3,4,-0.26458764768624105,0.8033333333333333
4,5,-0.30103763523197774,0.85
5,6,-0.30630264983544325,0.86
6,7,-0.22784943601697932,0.8533333333333334
7,8,-0.27124007836034725,0.8166666666666667
8,9,-0.27454631837467075,0.84
9,10,-0.29337007941205134,0.8233333333333334
10,11,-0.297323416447987,0.8166666666666667
11,12,-0.29651219390467476,0.8
12,13,-0.23369696764604983,0.8166666666666667
13,14,-0.2899097266128401,0.81
14,15,-0.283039032005624,0.82
15,16,-0.29547341333858423,0.82
16,17,-0.24353574517321513,0.8533333333333334
17,18,-0.2637759434316103,0.82
18,19,-0.2989155051822735,0.8066666666666666
19,20,-0.28442225895821355,0.79
20,21,-0.2861818933848505,0.7866666666666666
21,22,-0.30495391216601353,0.8266666666666667
22,23,-0.29347308414271406,0.8266666666666667
23,24,-0.30266914543268586,0.8
24,25,-0.27431772946498,0.8066666666666666
25,26,-0.28337939889410874,0.82
26,27,-0.2936657695664653,0.81
27,28,-0.3081338821876463,0.8066666666666666
28,29,-0.2940777259185277,0.8366666666666667
29,30,-0.2979535699060291,0.7933333333333333
30,31,-0.30402580624291037,0.79
31,32,-0.31252400211727077,0.7933333333333333
32,33,-0.3106136438300438,0.82
33,34,-0.29409100962187285,0.81
34,35,-0.31233046065840697,0.81
35,36,-0.30713503682444365,0.83
36,37,-0.30608180595047546,0.8166666666666667
37,38,-0.3099403234625582,0.84
38,39,-0.30750955074303843,0.7966666666666666
39,40,-0.30291747205510067,0.7966666666666666
40,41,-0.31259729428228855,0.8433333333333334
41,42,-0.30518934129544945,0.8366666666666667
42,43,-0.3094364985590143,0.8033333333333333
43,44,-0.31844597577199785,0.8133333333333334
44,45,-0.30986759079980697,0.86
45,46,-0.3088678508805621,0.8533333333333334
46,47,-0.31495685391463346,0.8466666666666667
47,48,-0.3187824653818391,0.8633333333333333
48,49,-0.29376522827503226,0.8633333333333333
49,50,-0.3184813135006132,0.84
50,51,-0.3084279196608106,0.8633333333333333
51,52,-0.3192847753451057,0.8566666666666667
52,53,-0.3163403106490096,0.8566666666666667
53,54,-0.32026986334404484,0.8433333333333334
54,55,-0.3301374026578524,0.8566666666666667
55,56,-0.32617302055023684,0.8566666666666667
56,57,-0.3193071197322977,0.8333333333333334
57,58,-0.33074166793246845,0.8566666666666667
58,59,-0.3143415959324271,0.8566666666666667
59,60,-0.31609355109206533,0.8433333333333334
60,61,-0.32056574826226686,0.8633333333333333
61,62,-0.31799859439301226,0.86
62,63,-0.32148104391351384,0.8566666666666667
63,64,-0.3263335833963303,0.8566666666666667
64,65,-0.3201879304317849,0.8566666666666667
65,66,-0.3205854569708473,0.84
66,67,-0.3167507851331905,0.8533333333333334
67,68,-0.3215355500933846,0.8366666666666667
68,69,-0.3177158172692869,0.86
69,70,-0.3234938218902517,0.8433333333333334
70,71,-0.32130006195542604,0.8466666666666667
71,72,-0.32821474697429215,0.8666666666666667
72,73,-0.328862705022772,0.86
73,74,-0.3264897928160807,0.8533333333333334
74,75,-0.3252501830716971,0.8533333333333334
75,76,-0.3256320032028517,0.86
76,77,-0.3215075848897995,0.8533333333333334
77,78,-0.32449040787065947,0.85
78,79,-0.3307968600898811,0.85
79,80,-0.3078295372447984,0.86
80,81,-0.32063361029253623,0.8533333333333334
81,82,-0.3293646223822202,0.8533333333333334
82,83,-0.3227423786378078,0.8533333333333334
83,84,-0.32275987693129865,0.8466666666666667
84,85,-0.3300974932020614,0.85
85,86,-0.32078230203574754,0.86
86,87,-0.32968483413557625,0.85
87,88,-0.3290230900957698,0.8533333333333334
88,89,-0.32616569834830317,0.8566666666666667
89,90,-0.321997152111298,0.8433333333333334
90,91,-0.32860310075201116,0.86
91,92,-0.3290396817646309,0.8566666666666667
92,93,-0.3275161281903129,0.8433333333333334
93,94,-0.32928751508752085,0.85
94,95,-0.3116418782153558,0.8433333333333334
95,96,-0.32771420162966614,0.86
96,97,-0.3206042300840656,0.8666666666666667
97,98,-0.32847633061884474,0.85
98,99,-0.3244627401409999,0.8433333333333334
99,100,-0.3218867330870738,0.8633333333333333
100,101,-0.32438115944879525,0.8566666666666667
101,102,-0.3222338163662376,0.85
102,103,-0.3198182481853452,0.8466666666666667
103,104,-0.3220763764298838,0.8533333333333334
104,105,-0.3294276013304034,0.8533333333333334
105,106,-0.3195517050757353,0.8466666666666667
106,107,-0.33026819436164406,0.8533333333333334
107,108,-0.32774535950472644,0.8533333333333334
108,109,-0.32430907545150467,0.8566666666666667
109,110,-0.3221238390167812,0.85
110,111,-0.32144460972734157,0.8533333333333334
111,112,-0.32911116948669517,0.8433333333333334
112,113,-0.32453593649935897,0.86
113,114,-0.32634559132129026,0.85
114,115,-0.3247258630718361,0.85
115,116,-0.3245510742707414,0.8533333333333334
116,117,-0.33063454697983297,0.85
117,118,-0.3274632126541989,0.8533333333333334
118,119,-0.3189405539758935,0.85
119,120,-0.3292881999869065,0.85
120,121,-0.32388681767486444,0.8466666666666667
121,122,-0.3300183293107606,0.85
122,123,-0.3258370019155458,0.8633333333333333
123,124,-0.3210257784031263,0.85
124,125,-0.32624813481994586,0.86
125,126,-0.33093132735411207,0.8633333333333333
126,127,-0.3284478594057267,0.8433333333333334
127,128,-0.32196776039423863,0.8533333333333334
128,129,-0.3213067290199325,0.86
129,130,-0.32883471513042206,0.85
130,131,-0.3248910654453363,0.8433333333333334
131,132,-0.3279795089823058,0.86
132,133,-0.32912464871587105,0.8566666666666667
133,134,-0.32411916487116926,0.86
134,135,-0.33030671707443443,0.86
135,136,-0.3244509248479758,0.8533333333333334
136,137,-0.3214491806923953,0.8533333333333334
137,138,-0.3281633756276881,0.8633333333333333
138,139,-0.32086285537345366,0.86
139,140,-0.32634669006658523,0.85
140,141,-0.33135901941416573,0.85
141,142,-0.326137427562287,0.85
142,143,-0.32723249365278784,0.86
143,144,-0.319400859934056,0.8633333333333333
144,145,-0.32740340798839207,0.8533333333333334
145,146,-0.33021924172585,0.8533333333333334
146,147,-0.32452137937817616,0.8466666666666667
147,148,-0.3284013955171937,0.85
148,149,-0.32451627637734204,0.8533333333333334
149,150,-0.32183183586978376,0.86
150,151,-0.3276678040389409,0.85
151,152,-0.3188485903165744,0.8466666666666667
152,153,-0.323778934609119,0.84
153,154,-0.32600865903391946,0.8433333333333334
154,155,-0.33168105310683954,0.85
155,156,-0.3322157084569334,0.85
156,157,-0.32619644864549496,0.86
157,158,-0.3227811001089665,0.8533333333333334
158,159,-0.3256093055110094,0.8566666666666667
159,160,-0.32588108558338796,0.8433333333333334
160,161,-0.32701980921747414,0.8566666666666667
161,162,-0.3261022565414135,0.85
162,163,-0.3214346083672728,0.8566666666666667
163,164,-0.3214558523790725,0.8533333333333334
164,165,-0.3318995801757068,0.8566666666666667
165,166,-0.32085067680282037,0.86
166,167,-0.329896747790229,0.8533333333333334
167,168,-0.3243668844393073,0.8466666666666667
168,169,-0.3237517032729866,0.8533333333333334
169,170,-0.3298728802099271,0.8533333333333334
170,171,-0.3287548744316042,0.8466666666666667
171,172,-0.32763088397336587,0.8433333333333334
172,173,-0.31682989010136725,0.8633333333333333
173,174,-0.3201857908037838,0.86
174,175,-0.3271013407622756,0.8566666666666667
175,176,-0.32604963044906216,0.85
176,177,-0.3307653580373373,0.85
177,178,-0.3269692149173143,0.8533333333333334
178,179,-0.3302194025242314,0.8533333333333334
179,180,-0.32915404011144084,0.8533333333333334
180,181,-0.32523864577306527,0.8566666666666667
181,182,-0.32636850806135337,0.8533333333333334
182,183,-0.32463293531849885,0.8533333333333334
183,184,-0.32603504229579977,0.84
184,185,-0.3230205259450484,0.8633333333333333
185,186,-0.32646415168095405,0.8533333333333334
186,187,-0.3216703599528868,0.86
187,188,-0.33070293387699634,0.85
188,189,-0.32262203087617486,0.8466666666666667
189,190,-0.3228251505498118,0.8533333333333334
190,191,-0.32883625908720876,0.8633333333333333
191,192,-0.32734402324242723,0.8533333333333334
192,193,-0.32625161745468884,0.8566666666666667
193,194,-0.32720105761596124,0.8433333333333334
194,195,-0.32904137454465787,0.8466666666666667
195,196,-0.326603665785148,0.86
196,197,-0.3313174625588413,0.85
197,198,-0.3230635937048119,0.8533333333333334
198,199,-0.32502059114476617,0.8633333333333333
199,200,-0.3282578473371147,0.8466666666666667
200,1,-0.1911291439005927,0.8633333333333333
201,2,-0.23457038177019784,0.8733333333333333
202,3,-0.2234765443602698,0.86
203,4,-0.18503360401436772,0.8366666666666667
204,5,-0.26396029397314313,0.87
205,6,-0.2589499930638341,0.8666666666666667
206,7,-0.26538890243509244,0.87
207,8,-0.26829758168625784,0.87
208,9,-0.25350811090177955,0.87
209,10,-0.2502025446352478,0.8733333333333333
210,11,-0.2768568790135391,0.8666666666666667
211,12,-0.23544165585646307,0.8633333333333333
212,13,-0.23127107790971946,0.8166666666666667
213,14,-0.2950462927044825,0.85
214,15,-0.29132753841141956,0.8366666666666667
215,16,-0.2859060662266325,0.8233333333333334
216,17,-0.2885536884329221,0.83
217,18,-0.26122397263577274,0.8366666666666667
218,19,-0.2916827826077212,0.8166666666666667
219,20,-0.2994104059591312,0.8233333333333334
220,21,-0.2943804293837605,0.81
221,22,-0.3160237666594937,0.8333333333333334
222,23,-0.31344400580849213,0.7866666666666666
223,24,-0.30969644824460485,0.8266666666666667
224,25,-0.29908809330483177,0.83
225,26,-0.2974929300338774,0.79
226,27,-0.31071262530604604,0.84
227,28,-0.29887942176343474,0.8033333333333333
228,29,-0.30718747936548046,0.82
229,30,-0.3055198359910667,0.8266666666666667
230,31,-0.3161939709172921,0.87
231,32,-0.31444820666317974,0.8366666666666667
232,33,-0.3196346629546894,0.87
233,34,-0.3172194476195427,0.8366666666666667
234,35,-0.3158006021314097,0.8633333333333333
235,36,-0.3199273381450148,0.8566666666666667
236,37,-0.3209897335716219,0.87
237,38,-0.31893270187369044,0.87
238,39,-0.31379823620157493,0.8666666666666667
239,40,-0.3108035061971692,0.8566666666666667
240,41,-0.31984187335464825,0.8633333333333333
241,42,-0.31821398446636556,0.8666666666666667
242,43,-0.3152809582155925,0.8633333333333333
243,44,-0.315390859275747,0.87
244,45,-0.3146994332556239,0.87
245,46,-0.31472196730626434,0.8433333333333334
246,47,-0.3202064943829963,0.8666666666666667
247,48,-0.3183808488884078,0.8566666666666667
248,49,-0.30863910126145366,0.87
249,50,-0.31444214166168255,0.8466666666666667
250,51,-0.3238258415516443,0.8566666666666667
251,52,-0.3194770614813233,0.85
252,53,-0.3185405064387493,0.8566666666666667
253,54,-0.3265798951856926,0.87
254,55,-0.3155498788075,0.8633333333333333
255,56,-0.31713202772725796,0.8433333333333334
256,57,-0.3256451255159748,0.87
257,58,-0.32316735759520904,0.8666666666666667
258,59,-0.3222477885229405,0.87
259,60,-0.31262966097673955,0.8733333333333333
260,61,-0.3118487615559386,0.8733333333333333
261,62,-0.324813077692318,0.87
262,63,-0.328512919314332,0.8533333333333334
263,64,-0.3192865483180466,0.8466666666666667
264,65,-0.3261559366429751,0.8733333333333333
265,66,-0.31966458020145216,0.87
266,67,-0.3245654712559214,0.86
267,68,-0.3239975803149146,0.8633333333333333
268,69,-0.3227719448030432,0.86
269,70,-0.32338325187724865,0.8666666666666667
270,71,-0.32574902197060657,0.8633333333333333
271,72,-0.3201361892042169,0.8666666666666667
272,73,-0.322734530041822,0.8533333333333334
273,74,-0.32923533165703606,0.87
274,75,-0.3270460018372169,0.8633333333333333
275,76,-0.3181884525672489,0.8733333333333333
276,77,-0.326275140065115,0.85
277,78,-0.32695273049430124,0.85
278,79,-0.3250828396090112,0.85
279,80,-0.32124730079045183,0.8633333333333333
280,81,-0.3140307667500798,0.8433333333333334
281,82,-0.32587990107365616,0.8633333333333333
282,83,-0.32112338361859644,0.8633333333333333
283,84,-0.3215345530657479,0.8466666666666667
284,85,-0.3205359375147558,0.87
285,86,-0.3284408151094658,0.87
286,87,-0.32917201983420036,0.8666666666666667
287,88,-0.3247984878494936,0.87
288,89,-0.3257466216046478,0.8733333333333333
289,90,-0.32130312373077285,0.87
290,91,-0.32195614905629644,0.8533333333333334
291,92,-0.324878418876478,0.8666666666666667
292,93,-0.3209206045460174,0.85
293,94,-0.317715751867324,0.8433333333333334
294,95,-0.3249360511798246,0.8666666666666667
295,96,-0.32503233510156226,0.87
296,97,-0.31389730160486307,0.8466666666666667
297,98,-0.32658340992066737,0.85
298,99,-0.31721752889698346,0.87
